econ_lane,matched_terms,econ_score,article_key,title,source,published_at,uid,first_seen_digest,last_seen_digest,observation_count,first_feed_topic,first_window_type,first_source_file
reserves,bcra | dolar,7,content:b8469ca716cc845c188957c1a0b699d64ba9220a,Billeteras virtuales frenaron la venta de dólar oficial y el BCRA negó cambios en la normativa,roadshow.com.ar,2025-09-30 21:38:00+00:00,,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20251001T00_All_Topics_07.md
reserves,bcra | dolar,7,content:0117f45e6179b8a9fdea4bc15172d97c7a295438,Las billeteras virtuales frenaron la venta del dólar oficial y el BCRA tuvo que salir a negar cambios normativos,Ambito,2025-09-30 21:30:00+00:00,,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20251001T00_All_Topics_06.md
external,exportaciones,5,content:f8f2d884daa64cfe30c2256c875fc832ced08ef7,La UIA le pide a Javier Milei que también les saque las retenciones a las exportaciones industriales,Letra P,2025-09-24 21:00:00+00:00,,2025-09-25 00:00:00+00:00,2025-09-25 08:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20250925T00_All_Topics_07.md
reserves,bcra | dolar | inflacion,9,content:d0a1188ddaf63ad9a5e4230455bf32f39eeec9f3,"Dólar: qué vaticina el ""gurú del blue"" para las tasas y la inflación con la última jugada del BCRA",Ambito,2025-09-22 12:46:00+00:00,,2025-09-22 16:00:00+00:00,2025-09-23 00:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250922T16_All_Topics_04.md
debt,banco central | dolar | riesgo pais,9,content:581a7c719f1002971f85d9b0b706a1c3b068e96b,"El dólar tocó el techo de la banda, intervención récord del Banco Central y riesgo país en alza",Economis,2025-09-20 13:15:00+00:00,,2025-09-20 16:00:00+00:00,2025-09-20 16:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250920T16_All_Topics_03.md
debt,dolar | reservas | riesgo pais,9,content:11aafc6c7d822fcc4629d2d1fb2da50130ee887c,"Anuncios de Caputo sobre el dólar: qué se sabe del riesgo país, las reservas y el mercado este viernes 19",La Nación,2025-09-19 22:05:00+00:00,,2025-09-21 12:00:00+00:00,2025-09-21 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250921T12_All_Topics_05.md
debt,bcra | dolar | riesgo pais,9,content:b6ee5872289e7c7709c21a1da1350a38ff816c55,"El dólar trepa a $ 1.515 y el BCRA afirma tener poder de fuego: los bonos rebotan, el riesgo país cae",La Voz del Interior,2025-09-19 13:46:00+00:00,,2025-09-19 16:00:00+00:00,2025-09-19 16:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250919T16_All_Topics_05.md
debt,banco central | dolar | riesgo pais,9,content:6a0aef9dbd00a3b278206688cc3f6b3bfaa12302,"El Banco Central vendió otros US$ 678 millones, el dólar llegó a $ 1.515 y el riesgo país pasó los 1.500 puntos",Clarin.com,2025-09-19 12:44:00+00:00,,2025-09-20 12:00:00+00:00,2025-09-20 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250920T12_All_Topics_06.md
external,bcra | exportaciones,7,content:3e69d88e9b44614f698856d5e78678d5b72b9882,BCRA elimina límites y comisiones de bancos al ingreso de dólares por exportaciones de servicios,bloomberglinea.com,2025-09-18 23:37:00+00:00,,2025-09-19 04:00:00+00:00,2025-09-19 04:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250919T04_All_Topics_05.md
debt,bcra | bonos soberanos | dolar,9,content:b2d91835e4bb8f0db34d562d830105a09acc649b,Los ADRs y los bonos soberanos se desplomaron hasta 4% tras la intervención del BCRA para contener al dólar,Ambito,2025-09-17 20:48:00+00:00,,2025-09-18 00:00:00+00:00,2025-09-18 08:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20250918T00_All_Topics_06.md
external,importaciones | sueldos,7,content:03f311f74c66ce2a16496112dd350e3177af2fee,"La industria metalúrgica se desangra con el modelo Milei | Importaciones, despidos y sueldos por el piso",Página | 12,2025-09-02 13:40:00+00:00,,2025-09-02 16:00:00+00:00,2025-09-02 20:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250902T16_All_Topics_03.md
debt,deuda,5,content:9122087fb67d9e19147bcbb0bb20ade42a3d6add,Caputo deberá informar sobre la deuda con el FMI,La Arena,2025-08-31 03:16:00+00:00,,2025-08-31 08:00:00+00:00,2025-08-31 08:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250831T08_All_Topics_02.md
debt,deuda,5,content:2e75f367c8c3261264ba8bcd0d8de510d511d90b,Caputo deberá informar sobre la deuda que contrajo con el FMI,Página | 12,2025-08-31 03:01:00+00:00,,2025-08-31 08:00:00+00:00,2025-09-01 12:00:00+00:00,4,All Topics,4h,data/output_digests/headlines_4h_window_20250831T08_All_Topics_01.md
debt,deuda,5,content:95b215f89381041b13d4603005f4e5c757b85390,La Justicia le ordenó a Caputo que informe sobre la nueva deuda que contrajo con el FMI,AHORA Entre Ríos,2025-08-30 22:28:00+00:00,,2025-08-31 04:00:00+00:00,2025-08-31 04:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250831T04_All_Topics_02.md
debt,deuda,5,content:64d92af382651e1f9866aa3bbc417bd02ba895b7,La Justicia ordenó a Luis Caputo informar sobre la nueva deuda con el FMI,La Gaceta,2025-08-30 21:33:00+00:00,,2025-09-01 12:00:00+00:00,2025-09-01 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250901T12_All_Topics_02.md
debt,deuda,2,content:fb7ebdece0b2deb0b77f14188aba72dda5e792c8,Provincia afronta vencimiento de deuda y busca autorización para nuevo endeudamiento,La Tecla,2025-08-30 11:52:00+00:00,,2025-08-30 16:00:00+00:00,2025-08-30 16:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250830T16_All_Topics_01.md
reserves,banco central | dolar,7,content:edfaa5673a8338b9a33a8b0b30024b865d2904d4,El Banco Central aprieta más a los bancos para contener al dólar | El torniquete de Caputo y Bausili,Página | 12,2025-08-29 22:39:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_05.md
reserves,banco central | dolar,7,content:557ad60412e2301daa909059fe30c0fe763c818c,Apretón cambiario: el Banco Central endureció los controles sobre los bancos para dominar el dólar,Perfil,2025-08-29 21:28:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_04.md
external,exportaciones,5,content:22505ee4c0616f03dfb3621234c89e1edac85810,"Según el INDEC, el complejo azucarero tuvo el mejor semestre de exportaciones de los últimos 23 años",Tendencia de Noticias,2025-08-29 20:45:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_04.md
reserves,bcra | dolar,7,content:7db11386522e521a7d8580520606f7f71a5785be,El BCRA endurece una norma que afecta a los bancos para contener la presión sobre el dólar,La Nación,2025-08-29 15:15:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_03.md
reserves,bcra | dolar,7,content:9eb85385f66b68567b1d12bbfe697d8d809c721c,BCRA lanza más controles a bancos para contener el dólar y busca recuperar margen de intervención en futuros,Ambito,2025-08-29 14:01:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_02.md
reserves,bcra | dolar,7,content:b21bfd46165369d7614debb02308a57ce8e4d754,Nueva norma para contener el dólar: el BCRA limitó los movimientos de los bancos en un día de grandes vencimientos de futuros,Infobae,2025-08-29 13:57:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_02.md
reserves,banco central | dolar,7,content:b3d46b445aa25f470faabcdad656ff7aed4aebad,Banco Central endurece el control al dólar: qué cambia desde hoy,Clarin.com,2025-08-29 13:19:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_02.md
reserves,bcra | tipo de cambio,7,uid:342f59f2dd,El BCRA intervino en el mercado de futuros con más de US$ 1.500 millones para disciplinar el tipo de cambio,Perfil,,342f59f2dd,2025-06-25 04:00:00+00:00,2025-06-25 16:00:00+00:00,2,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250625T04_Tipo_de_Cambio_y_Reservas_02.md
reserves,bcra | dolar | reservas,7,uid:54f46763c7,El dólar oficial anotó su tercera suba al hilo y las reservas del BCRA superaron los u$s41.000 millones,Ambito,,54f46763c7,2025-06-25 00:00:00+00:00,2025-06-25 00:00:00+00:00,2,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250625T00_Tipo_de_Cambio_y_Reservas_01.md
reserves,banco central | dolar | reservas,7,uid:1cc682a99a,El dólar blue subió en el cierre de este 24 de junio y aumentaron las reservas del Banco Central,Perfil,,1cc682a99a,2025-06-25 00:00:00+00:00,2025-06-25 04:00:00+00:00,2,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250625T00_Tipo_de_Cambio_y_Reservas_02.md
external,importaciones,5,uid:4c5f1a61b3,El mayor nivel de importaciones en 135 años | La apertura de Milei produjo una inundación de productos del exterior,Página | 12,,4c5f1a61b3,2025-06-25 00:00:00+00:00,2025-06-25 16:00:00+00:00,2,Personajes Políticos y Económicos,4h,data/output_digests/headlines_4h_window_20250625T00_Personajes_Políticos_y_Económicos_01.md
reserves,bcra | dolar,7,uid:0fef716bb2,¿El Gobierno intervino el dólar?: el BCRA vendió con fuerza en mayo y marcó un récord,iProfesional,,0fef716bb2,2025-06-24 20:00:00+00:00,2025-06-24 20:00:00+00:00,1,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250624T20_Tipo_de_Cambio_y_Reservas_01.md
reserves,banco central | dolar,7,uid:644ffec70e,Dólar futuro: la noticia que confirmó el Banco Central,TN,,644ffec70e,2025-06-24 20:00:00+00:00,2025-06-25 00:00:00+00:00,3,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250624T20_Tipo_de_Cambio_y_Reservas_02.md
external,importaciones,5,uid:7c3268d876,Autos chinos: el gigante asiático acelera y ya es el tercer origen con más importaciones en la Argentina,La Nación,,7c3268d876,2025-06-23 20:00:00+00:00,2025-06-24 12:00:00+00:00,5,Sector Externo,4h,data/output_digests/headlines_4h_window_20250623T20_Sector_Externo_01.md
reserves,bcra | dolar | inflacion,9,uid:10d6ae4775,"Inflación que empieza con 1, medidas del BCRA y el dólar",DataClave,,10d6ae4775,2025-06-22 00:00:00+00:00,2025-06-22 00:00:00+00:00,1,Tipo de Cambio y Reservas,8h,data/output_digests/headlines_8h_window_20250622T00_Tipo_de_Cambio_y_Reservas_01.md
external,balanza comercial,5,uid:f63291ac35,Balanza comercial de Argentina registra superávit de 608 mln dlr en mayo: INDEC,TradingView,,f63291ac35,2025-06-20 00:00:00+00:00,2025-06-20 12:00:00+00:00,4,Inflación y Precios,4h,data/output_digests/headlines_4h_window_20250620T00_Inflación_y_Precios_01.md
debt,banco central | deuda,7,uid:bfdc1047ab,El Banco Central colocó USD 810 millones en bonos para dar salida a dividendos de empresas y pagar deuda comercial,Infobae,,bfdc1047ab,2025-06-19 04:00:00+00:00,2025-06-20 12:00:00+00:00,3,Deuda y Financiamiento,4h,data/output_digests/headlines_4h_window_20250619T04_Deuda_y_Financiamiento_01.md
debt,deuda | reservas,7,uid:05e1b9e966,"Nery Persichini: reservas, deuda y la mirada del mercado sobre la economía argentina",CNN en Español,,05e1b9e966,2025-06-19 00:00:00+00:00,2025-06-19 08:00:00+00:00,3,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250619T00_Tipo_de_Cambio_y_Reservas_02.md
debt,bcra | deuda,7,uid:05f100b080,El BCRA reduce deuda a costa de bonos diferidos,Diario Hoy En la noticia,,05f100b080,2025-06-17 08:00:00+00:00,2025-06-17 08:00:00+00:00,2,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250617T08_Tipo_de_Cambio_y_Reservas_01.md
debt,banco central | reservas | riesgo pais,7,uid:805d90256c,Advierten que el riesgo país no bajará hasta que crezcan las reservas del Banco Central,Infobae,,805d90256c,2025-06-15 12:00:00+00:00,2025-06-15 12:00:00+00:00,1,Sector Externo,3day,data/output_digests/headlines_3day_window_20250615T12_Sector_Externo_01.md
debt,bcra | deuda | reservas,7,uid:90f7b4676d,El BCRA sumará reservas a través de nueva deuda y dejará de fijar una tasa de referencia,La Nación,,90f7b4676d,2025-06-15 12:00:00+00:00,2025-06-15 12:00:00+00:00,1,Tipo de Cambio y Reservas,3day,data/output_digests/headlines_3day_window_20250615T12_Tipo_de_Cambio_y_Reservas_01.md
