date,value,series_id,provider_series_id
1999-01-05,7.79,series.ar.bcra.baibar_rate,11
1999-01-06,7.85,series.ar.bcra.baibar_rate,11
1999-01-07,7.56,series.ar.bcra.baibar_rate,11
1999-01-08,6.52,series.ar.bcra.baibar_rate,11
1999-01-11,6.46,series.ar.bcra.baibar_rate,11
1999-01-12,7.43,series.ar.bcra.baibar_rate,11
1999-01-13,10.31,series.ar.bcra.baibar_rate,11
1999-01-14,9.33,series.ar.bcra.baibar_rate,11
1999-01-15,10.93,series.ar.bcra.baibar_rate,11
1999-01-18,10.73,series.ar.bcra.baibar_rate,11
1999-01-19,8.68,series.ar.bcra.baibar_rate,11
1999-01-20,7.75,series.ar.bcra.baibar_rate,11
1999-01-21,6.84,series.ar.bcra.baibar_rate,11
1999-01-22,6.62,series.ar.bcra.baibar_rate,11
1999-01-25,6.57,series.ar.bcra.baibar_rate,11
1999-01-26,7.34,series.ar.bcra.baibar_rate,11
1999-01-27,7.51,series.ar.bcra.baibar_rate,11
1999-01-28,7.34,series.ar.bcra.baibar_rate,11
1999-01-29,7.31,series.ar.bcra.baibar_rate,11
1999-02-01,8.03,series.ar.bcra.baibar_rate,11
1999-02-02,8.44,series.ar.bcra.baibar_rate,11
1999-02-03,8.2,series.ar.bcra.baibar_rate,11
1999-02-04,7.27,series.ar.bcra.baibar_rate,11
1999-02-05,6.3,series.ar.bcra.baibar_rate,11
1999-02-08,6.04,series.ar.bcra.baibar_rate,11
1999-02-09,6.16,series.ar.bcra.baibar_rate,11
1999-02-10,6.15,series.ar.bcra.baibar_rate,11
1999-02-11,5.89,series.ar.bcra.baibar_rate,11
1999-02-12,5.91,series.ar.bcra.baibar_rate,11
1999-02-15,6.17,series.ar.bcra.baibar_rate,11
1999-02-16,5.98,series.ar.bcra.baibar_rate,11
1999-02-17,5.7,series.ar.bcra.baibar_rate,11
1999-02-18,5.66,series.ar.bcra.baibar_rate,11
1999-02-19,5.29,series.ar.bcra.baibar_rate,11
1999-02-22,5.18,series.ar.bcra.baibar_rate,11
1999-02-23,5.15,series.ar.bcra.baibar_rate,11
1999-02-24,5.12,series.ar.bcra.baibar_rate,11
1999-02-25,5.07,series.ar.bcra.baibar_rate,11
1999-02-26,5.04,series.ar.bcra.baibar_rate,11
1999-03-01,6.25,series.ar.bcra.baibar_rate,11
1999-03-02,6.72,series.ar.bcra.baibar_rate,11
1999-03-03,6.22,series.ar.bcra.baibar_rate,11
1999-03-04,5.81,series.ar.bcra.baibar_rate,11
1999-03-05,5.47,series.ar.bcra.baibar_rate,11
1999-03-08,5.54,series.ar.bcra.baibar_rate,11
1999-03-09,5.51,series.ar.bcra.baibar_rate,11
1999-03-10,5.48,series.ar.bcra.baibar_rate,11
1999-03-11,5.45,series.ar.bcra.baibar_rate,11
1999-03-12,5.41,series.ar.bcra.baibar_rate,11
1999-03-15,5.56,series.ar.bcra.baibar_rate,11
1999-03-16,5.57,series.ar.bcra.baibar_rate,11
1999-03-17,5.72,series.ar.bcra.baibar_rate,11
1999-03-18,5.92,series.ar.bcra.baibar_rate,11
1999-03-19,6.05,series.ar.bcra.baibar_rate,11
1999-03-22,5.87,series.ar.bcra.baibar_rate,11
1999-03-23,5.55,series.ar.bcra.baibar_rate,11
1999-03-24,5.44,series.ar.bcra.baibar_rate,11
1999-03-25,5.82,series.ar.bcra.baibar_rate,11
1999-03-26,5.99,series.ar.bcra.baibar_rate,11
1999-03-29,5.44,series.ar.bcra.baibar_rate,11
1999-03-30,5.27,series.ar.bcra.baibar_rate,11
1999-03-31,5.91,series.ar.bcra.baibar_rate,11
1999-04-05,5.99,series.ar.bcra.baibar_rate,11
1999-04-06,5.8,series.ar.bcra.baibar_rate,11
1999-04-07,5.78,series.ar.bcra.baibar_rate,11
1999-04-08,5.52,series.ar.bcra.baibar_rate,11
1999-04-09,5.27,series.ar.bcra.baibar_rate,11
1999-04-12,5.14,series.ar.bcra.baibar_rate,11
1999-04-13,5.02,series.ar.bcra.baibar_rate,11
1999-04-14,5.06,series.ar.bcra.baibar_rate,11
1999-04-15,5.04,series.ar.bcra.baibar_rate,11
1999-04-16,5.01,series.ar.bcra.baibar_rate,11
1999-04-19,5.02,series.ar.bcra.baibar_rate,11
1999-04-20,5.01,series.ar.bcra.baibar_rate,11
1999-04-21,4.98,series.ar.bcra.baibar_rate,11
1999-04-22,4.98,series.ar.bcra.baibar_rate,11
1999-04-23,4.95,series.ar.bcra.baibar_rate,11
1999-04-26,4.95,series.ar.bcra.baibar_rate,11
1999-04-27,5.06,series.ar.bcra.baibar_rate,11
1999-04-28,5.23,series.ar.bcra.baibar_rate,11
1999-04-29,5.1,series.ar.bcra.baibar_rate,11
1999-04-30,5.09,series.ar.bcra.baibar_rate,11
1999-05-03,5.29,series.ar.bcra.baibar_rate,11
1999-05-04,5.49,series.ar.bcra.baibar_rate,11
1999-05-05,5.67,series.ar.bcra.baibar_rate,11
1999-05-06,5.68,series.ar.bcra.baibar_rate,11
1999-05-07,5.57,series.ar.bcra.baibar_rate,11
1999-05-10,5.58,series.ar.bcra.baibar_rate,11
1999-05-11,5.6,series.ar.bcra.baibar_rate,11
1999-05-12,5.95,series.ar.bcra.baibar_rate,11
1999-05-13,5.99,series.ar.bcra.baibar_rate,11
1999-05-14,6.18,series.ar.bcra.baibar_rate,11
1999-05-17,6.55,series.ar.bcra.baibar_rate,11
1999-05-18,6.69,series.ar.bcra.baibar_rate,11
1999-05-19,7.16,series.ar.bcra.baibar_rate,11
1999-05-20,7.73,series.ar.bcra.baibar_rate,11
1999-05-21,7.62,series.ar.bcra.baibar_rate,11
1999-05-24,7.54,series.ar.bcra.baibar_rate,11
1999-05-26,7.51,series.ar.bcra.baibar_rate,11
1999-05-27,7.8,series.ar.bcra.baibar_rate,11
1999-05-28,8.52,series.ar.bcra.baibar_rate,11
1999-05-31,7.59,series.ar.bcra.baibar_rate,11
1999-06-01,7.8,series.ar.bcra.baibar_rate,11
1999-06-02,7.31,series.ar.bcra.baibar_rate,11
1999-06-03,6.91,series.ar.bcra.baibar_rate,11
1999-06-04,6.56,series.ar.bcra.baibar_rate,11
1999-06-07,6.39,series.ar.bcra.baibar_rate,11
1999-06-08,6.43,series.ar.bcra.baibar_rate,11
1999-06-09,6.48,series.ar.bcra.baibar_rate,11
1999-06-10,6.51,series.ar.bcra.baibar_rate,11
1999-06-11,6.48,series.ar.bcra.baibar_rate,11
1999-06-15,6.49,series.ar.bcra.baibar_rate,11
1999-06-16,6.64,series.ar.bcra.baibar_rate,11
1999-06-17,6.94,series.ar.bcra.baibar_rate,11
1999-06-18,7.44,series.ar.bcra.baibar_rate,11
1999-06-22,7.33,series.ar.bcra.baibar_rate,11
1999-06-23,7.53,series.ar.bcra.baibar_rate,11
1999-06-24,7.48,series.ar.bcra.baibar_rate,11
1999-06-25,7.07,series.ar.bcra.baibar_rate,11
1999-06-28,7.21,series.ar.bcra.baibar_rate,11
1999-06-29,7.14,series.ar.bcra.baibar_rate,11
1999-06-30,6.5,series.ar.bcra.baibar_rate,11
1999-07-01,6.88,series.ar.bcra.baibar_rate,11
1999-07-02,6.92,series.ar.bcra.baibar_rate,11
1999-07-05,6.86,series.ar.bcra.baibar_rate,11
1999-07-06,6.53,series.ar.bcra.baibar_rate,11
1999-07-07,6.12,series.ar.bcra.baibar_rate,11
1999-07-08,5.94,series.ar.bcra.baibar_rate,11
1999-07-12,6.1,series.ar.bcra.baibar_rate,11
1999-07-13,6.02,series.ar.bcra.baibar_rate,11
1999-07-14,6.05,series.ar.bcra.baibar_rate,11
1999-07-15,5.89,series.ar.bcra.baibar_rate,11
1999-07-16,5.82,series.ar.bcra.baibar_rate,11
1999-07-19,5.65,series.ar.bcra.baibar_rate,11
1999-07-20,5.51,series.ar.bcra.baibar_rate,11
1999-07-21,5.35,series.ar.bcra.baibar_rate,11
1999-07-22,5.34,series.ar.bcra.baibar_rate,11
1999-07-23,5.33,series.ar.bcra.baibar_rate,11
1999-07-26,5.4,series.ar.bcra.baibar_rate,11
1999-07-27,5.43,series.ar.bcra.baibar_rate,11
1999-07-28,5.42,series.ar.bcra.baibar_rate,11
1999-07-29,5.57,series.ar.bcra.baibar_rate,11
1999-07-30,5.63,series.ar.bcra.baibar_rate,11
1999-08-02,6.12,series.ar.bcra.baibar_rate,11
1999-08-03,6.38,series.ar.bcra.baibar_rate,11
1999-08-04,6.39,series.ar.bcra.baibar_rate,11
1999-08-05,6.33,series.ar.bcra.baibar_rate,11
1999-08-06,6.14,series.ar.bcra.baibar_rate,11
1999-08-09,6.07,series.ar.bcra.baibar_rate,11
1999-08-10,5.97,series.ar.bcra.baibar_rate,11
1999-08-11,5.84,series.ar.bcra.baibar_rate,11
1999-08-12,5.75,series.ar.bcra.baibar_rate,11
1999-08-13,5.59,series.ar.bcra.baibar_rate,11
1999-08-17,5.58,series.ar.bcra.baibar_rate,11
1999-08-18,5.53,series.ar.bcra.baibar_rate,11
1999-08-19,5.51,series.ar.bcra.baibar_rate,11
1999-08-20,5.48,series.ar.bcra.baibar_rate,11
1999-08-23,5.46,series.ar.bcra.baibar_rate,11
1999-08-24,5.5,series.ar.bcra.baibar_rate,11
1999-08-25,5.4,series.ar.bcra.baibar_rate,11
1999-08-26,5.41,series.ar.bcra.baibar_rate,11
1999-08-27,5.44,series.ar.bcra.baibar_rate,11
1999-08-30,5.51,series.ar.bcra.baibar_rate,11
1999-08-31,5.56,series.ar.bcra.baibar_rate,11
1999-09-01,6.15,series.ar.bcra.baibar_rate,11
1999-09-02,6.91,series.ar.bcra.baibar_rate,11
1999-09-03,6.9,series.ar.bcra.baibar_rate,11
1999-09-06,6.83,series.ar.bcra.baibar_rate,11
1999-09-07,6.76,series.ar.bcra.baibar_rate,11
1999-09-08,6.79,series.ar.bcra.baibar_rate,11
1999-09-09,6.92,series.ar.bcra.baibar_rate,11
1999-09-10,6.92,series.ar.bcra.baibar_rate,11
1999-09-13,6.89,series.ar.bcra.baibar_rate,11
1999-09-14,7.41,series.ar.bcra.baibar_rate,11
1999-09-15,8.39,series.ar.bcra.baibar_rate,11
1999-09-16,8.68,series.ar.bcra.baibar_rate,11
1999-09-17,9.05,series.ar.bcra.baibar_rate,11
1999-09-20,9.14,series.ar.bcra.baibar_rate,11
1999-09-21,8.63,series.ar.bcra.baibar_rate,11
1999-09-22,7.42,series.ar.bcra.baibar_rate,11
1999-09-23,7.34,series.ar.bcra.baibar_rate,11
1999-09-24,7.34,series.ar.bcra.baibar_rate,11
1999-09-27,7.35,series.ar.bcra.baibar_rate,11
1999-09-28,8.08,series.ar.bcra.baibar_rate,11
1999-09-29,8.46,series.ar.bcra.baibar_rate,11
1999-09-30,8.56,series.ar.bcra.baibar_rate,11
1999-10-01,9.5,series.ar.bcra.baibar_rate,11
1999-10-04,9.59,series.ar.bcra.baibar_rate,11
1999-10-05,9.57,series.ar.bcra.baibar_rate,11
1999-10-06,9.13,series.ar.bcra.baibar_rate,11
